ILCE,MAHALLE,Ortalama_Tuketim,Standart_Sapma,Yaz_Ortalama,Kis_Ortalama,Yazlikci_Skoru,Kume_No,Segment_Adi
ALİAĞA,ATATÜRK,"11,45","4,79","11,94","10,47","1,14",1,Standart Sakinler
ALİAĞA,AŞAĞIŞAKRAN,"20,91","15,64","24,14","18,41","1,31",1,Standart Sakinler
ALİAĞA,B.HAYRETTİN PAŞA,"10,89","3,38","13,04","9,44","1,38",1,Standart Sakinler
ALİAĞA,BAHÇEDERE,"19,39","21,50","26,89","12,17","2,21",0,Yazlıkçı / Mevsimsel
ALİAĞA,BOZKÖY,"19,87","12,71","27,23","13,27","2,05",0,Yazlıkçı / Mevsimsel
ALİAĞA,FATİH,"11,85","7,30","13,46","9,01","1,49",1,Standart Sakinler
ALİAĞA,GÜZELHİSAR,"16,40","8,84","22,42","12,01","1,87",0,Yazlıkçı / Mevsimsel
ALİAĞA,HACIÖMERLİ,"18,70","13,84","22,32","15,45","1,44",1,Standart Sakinler
ALİAĞA,HOROZGEDİĞİ,"24,17","14,98","31,50","18,71","1,68",1,Standart Sakinler
ALİAĞA,KALABAK,"16,73","11,03","23,33","10,69","2,18",0,Yazlıkçı / Mevsimsel
ALİAĞA,KAPUKAYA,"14,12","8,56","18,60","9,15","2,03",0,Yazlıkçı / Mevsimsel
ALİAĞA,KARAKUZU,"20,09","16,16","26,36","11,73","2,25",0,Yazlıkçı / Mevsimsel
ALİAĞA,KARAKÖY,"13,06","10,19","13,51","12,64","1,07",1,Standart Sakinler
ALİAĞA,KAZIM DİRİK,"10,87","4,88","11,27","9,86","1,14",1,Standart Sakinler
ALİAĞA,KURTULUŞ,"11,02","4,92","11,62","9,92","1,17",1,Standart Sakinler
ALİAĞA,KÜLTÜR,"11,37","4,92","12,18","10,21","1,19",1,Standart Sakinler
ALİAĞA,MİMAR SİNAN,"12,08","6,90","13,52","9,43","1,43",1,Standart Sakinler
ALİAĞA,SAMURLU,"39,19","164,20","37,89","12,83","2,95",0,Yazlıkçı / Mevsimsel
ALİAĞA,SİTELER,"16,09","8,25","15,51","15,30","1,01",1,Standart Sakinler
ALİAĞA,UZUNHASANLAR,"24,02","16,19","37,82","13,79","2,74",0,Yazlıkçı / Mevsimsel
ALİAĞA,YALI,"13,67","3,88","15,78","12,33","1,28",1,Standart Sakinler
ALİAĞA,YENİ,"12,06","5,56","12,63","10,55","1,20",1,Standart Sakinler
ALİAĞA,YENİŞAKRAN,"14,17","12,02","16,39","10,70","1,53",1,Standart Sakinler
ALİAĞA,YUKARI ŞEHİTKEMAL,"30,07","19,11","42,00","19,02","2,21",0,Yazlıkçı / Mevsimsel
ALİAĞA,YÜKSEKKÖY,"17,27","10,87","21,56","13,49","1,60",1,Standart Sakinler
ALİAĞA,ÇAKMAKLI,"17,40","11,42","22,73","14,59","1,56",1,Standart Sakinler
ALİAĞA,ÇALTILIDERE,"16,51","12,32","25,86","10,44","2,48",0,Yazlıkçı / Mevsimsel
ALİAĞA,ÇITAK,"14,81","8,43","20,24","9,96","2,03",0,Yazlıkçı / Mevsimsel
ALİAĞA,ÇORAKLAR,"25,94","20,62","39,20","14,79","2,65",0,Yazlıkçı / Mevsimsel
ALİAĞA,ÖRNEKKENT,"13,08","5,75","13,98","10,99","1,27",1,Standart Sakinler
ALİAĞA,ŞEHİTKEMAL,"14,85","8,40","17,61","11,27","1,56",1,Standart Sakinler
BALÇOVA,BAHÇELERARASI,"12,04","3,26","14,96","10,19","1,47",1,Standart Sakinler
BALÇOVA,EĞİTİM,"9,85","4,81","10,05","8,92","1,13",1,Standart Sakinler
BALÇOVA,FEVZİ ÇAKMAK,"9,53","4,54","9,60","8,71","1,10",1,Standart Sakinler
BALÇOVA,KORUTÜRK,"11,93","3,99","12,05","11,26","1,07",1,Standart Sakinler
BALÇOVA,ONUR,"9,59","3,79","9,76","8,92","1,09",1,Standart Sakinler
BALÇOVA,TELEFERİK,"10,89","4,70","11,11","10,07","1,10",1,Standart Sakinler
BALÇOVA,ÇETİN EMEÇ,"11,90","5,17","12,37","10,72","1,15",1,Standart Sakinler
BALÇOVA,İNCİRALTI,"33,86","43,26","34,82","31,56","1,10",3,Yüksek Gelir / Çok Tüketen
BAYINDIR,ALANKIYI,"19,70","18,46","24,86","19,76","1,26",1,Standart Sakinler
BAYINDIR,ALANKÖY,"11,12","28,21","20,81","6,38","3,26",0,Yazlıkçı / Mevsimsel
BAYINDIR,ARIKBAŞI,"15,59","5,73","19,78","12,10","1,63",1,Standart Sakinler
BAYINDIR,ATATÜRK,"14,69","7,30","19,16","11,37","1,69",1,Standart Sakinler
BAYINDIR,BALCILAR,"12,10","35,98","22,41","7,28","3,08",0,Yazlıkçı / Mevsimsel
BAYINDIR,BIYIKLAR,"9,24","2,29","11,15","7,88","1,41",1,Standart Sakinler
BAYINDIR,BURUNCUK,"22,83","13,62","27,61","18,84","1,47",1,Standart Sakinler
BAYINDIR,CAMİİ,"9,16","2,42","10,96","7,67","1,43",1,Standart Sakinler
BAYINDIR,CUMHURİYET,"12,08","4,34","15,77","9,29","1,70",1,Standart Sakinler
BAYINDIR,DEMİRCİLİK,"10,48","4,32","12,72","8,30","1,53",1,Standart Sakinler
BAYINDIR,DEREKÖY,"15,73","9,04","23,31","11,88","1,96",0,Yazlıkçı / Mevsimsel
BAYINDIR,DERNEKLİ,"15,99","25,77","27,19","10,83","2,51",0,Yazlıkçı / Mevsimsel
BAYINDIR,ELİFLİ,"15,96","8,02","21,20","10,42","2,03",0,Yazlıkçı / Mevsimsel
BAYINDIR,ERGENLİ,"13,58","8,07","17,09","10,81","1,58",1,Standart Sakinler
BAYINDIR,FATİH,"9,32","2,01","10,53","8,50","1,24",1,Standart Sakinler
BAYINDIR,FIRINLI,"19,54","6,93","24,78","14,91","1,66",1,Standart Sakinler
BAYINDIR,GAZİLER,"9,12","6,82","13,10","6,08","2,15",0,Yazlıkçı / Mevsimsel
BAYINDIR,HACI BEŞİR,"10,00","4,50","12,64","7,55","1,67",1,Standart Sakinler
BAYINDIR,HACI İBRAHİM,"10,03","2,81","12,29","8,13","1,51",1,Standart Sakinler
BAYINDIR,HASKÖY,"24,40","12,19","32,77","17,52","1,87",0,Yazlıkçı / Mevsimsel
BAYINDIR,HATAY,"10,24","6,15","11,45","9,01","1,27",1,Standart Sakinler
BAYINDIR,HAVUZBAŞI,"17,75","6,52","21,55","14,30","1,51",1,Standart Sakinler
BAYINDIR,HİSARLIK,"14,40","8,01","16,85","12,96","1,30",1,Standart Sakinler
BAYINDIR,KABAAĞAÇ,"27,36","26,46","45,41","14,27","3,18",0,Yazlıkçı / Mevsimsel
BAYINDIR,KARAHALİLLİ,"18,73","6,69","23,06","16,35","1,41",1,Standart Sakinler
BAYINDIR,KARAHAYIT,"20,87","18,52","23,29","20,21","1,15",1,Standart Sakinler
BAYINDIR,KARAPINAR,"28,64","35,04","35,45","30,93","1,15",1,Standart Sakinler
BAYINDIR,KARAVELİLER,"23,92","12,56","28,76","17,84","1,61",1,Standart Sakinler
BAYINDIR,KIZILCAAĞAÇ,"14,37","11,23","17,78","10,67","1,67",1,Standart Sakinler
BAYINDIR,KIZILCAOVA,"19,32","8,05","25,96","13,43","1,93",0,Yazlıkçı / Mevsimsel
BAYINDIR,KIZILKEÇİLİ,"15,00","11,74","16,02","14,51","1,10",1,Standart Sakinler
BAYINDIR,KIZILOBA,"16,51","14,22","17,94","14,69","1,22",1,Standart Sakinler
BAYINDIR,KURT,"9,72","2,52","11,83","8,20","1,44",1,Standart Sakinler
BAYINDIR,LÜTUFLAR,"12,59","6,13","15,78","10,13","1,56",1,Standart Sakinler
BAYINDIR,MEKTEP,"12,24","4,78","15,01","10,12","1,48",1,Standart Sakinler
BAYINDIR,MİTHATPAŞA,"10,19","4,48","11,28","8,64","1,31",1,Standart Sakinler
BAYINDIR,NECATİ UZA,"15,96","6,74","18,91","13,88","1,36",1,Standart Sakinler
BAYINDIR,ORTA,"9,95","3,85","12,49","8,95","1,39",1,Standart Sakinler
BAYINDIR,OSMANLAR,"13,90","8,66","17,39","10,56","1,65",1,Standart Sakinler
BAYINDIR,PINARLI,"39,32","62,62","43,30","29,31","1,48",3,Yüksek Gelir / Çok Tüketen
BAYINDIR,SADIKPAŞA,"9,95","3,81","10,69","8,76","1,22",1,Standart Sakinler
BAYINDIR,SARIYURT,"10,78","6,64","12,14","9,79","1,24",1,Standart Sakinler
BAYINDIR,SÖĞÜTÖREN,"14,68","9,06","19,53","11,69","1,67",1,Standart Sakinler
BAYINDIR,TOKATBAŞI,"18,32","8,20","23,33","15,88","1,47",1,Standart Sakinler
BAYINDIR,TURAN,"23,49","11,43","32,37","15,64","2,07",0,Yazlıkçı / Mevsimsel
BAYINDIR,YAKACIK,"29,81","27,32","40,24","23,72","1,70",0,Yazlıkçı / Mevsimsel
BAYINDIR,YAKAPINAR,"13,63","11,13","16,56","9,36","1,77",1,Standart Sakinler
BAYINDIR,YENİ,"9,89","4,39","11,91","7,67","1,55",1,Standart Sakinler
BAYINDIR,YENİCE,"10,71","4,08","13,66","8,94","1,53",1,Standart Sakinler
BAYINDIR,YEŞİLOVA,"17,28","8,04","24,64","10,98","2,24",0,Yazlıkçı / Mevsimsel
BAYINDIR,YUSUFLU,"19,14","14,98","23,10","14,45","1,60",1,Standart Sakinler
BAYINDIR,ZEYTİNOVA,"12,18","7,51","16,73","8,55","1,96",0,Yazlıkçı / Mevsimsel
BAYINDIR,ÇAMLIBEL,"10,77","6,20","12,95","9,13","1,42",1,Standart Sakinler
BAYINDIR,ÇENİKLER,"12,96","7,45","17,53","10,49","1,67",1,Standart Sakinler
BAYINDIR,ÇINAR,"8,47","2,95","11,44","6,35","1,80",1,Standart Sakinler
BAYINDIR,ÇINARDİBİ,"15,63","9,50","22,15","12,47","1,78",1,Standart Sakinler
BAYINDIR,ÇIRPI CAMİ,"17,53","37,66","18,42","11,60","1,59",1,Standart Sakinler
BAYINDIR,ÇİFTÇİGEDİĞİ,"14,43","7,04","20,55","9,18","2,24",0,Yazlıkçı / Mevsimsel
BAYINDIR,İBRAHİMÇAVUŞ,"12,41","4,08","16,15","9,79","1,65",1,Standart Sakinler
BAYRAKLI,75. YIL,"81,35","100,38","89,17","79,96","1,12",3,Yüksek Gelir / Çok Tüketen
BAYRAKLI,ADALET,"14,06","5,33","14,52","13,17","1,10",1,Standart Sakinler
BAYRAKLI,ALPASLAN,"12,16","2,87","13,68","10,88","1,26",1,Standart Sakinler
BAYRAKLI,BAYRAKLI,"11,50","5,93","11,58","10,45","1,11",1,Standart Sakinler
